nhd_id,nhd_name,year,total,residential,commercial
50,Wells / Goodfellow,2007,489,467,31
50,Wells / Goodfellow,2008,395,379,17
50,Wells / Goodfellow,2009,341,329,13
50,Wells / Goodfellow,2010,360,346,15
50,Wells / Goodfellow,2011,368,351,20
50,Wells / Goodfellow,2012,398,382,18
50,Wells / Goodfellow,2013,417,401,18
50,Wells / Goodfellow,2014,467,451,19
50,Wells / Goodfellow,2015,508,490,21
50,Wells / Goodfellow,2016,653,628,36
50,Wells / Goodfellow,2017,665,625,47
50,Wells / Goodfellow,2018,605,570,44
48,West End,1990,110,107,6
48,West End,1991,117,110,7
48,West End,1992,148,144,6
48,West End,1993,139,137,4
48,West End,1994,160,157,5
48,West End,1995,159,156,5
48,West End,1996,140,136,4
48,West End,1997,154,146,8
48,West End,1998,147,141,8
48,West End,1999,178,168,12
48,West End,2000,185,173,13
48,West End,2001,180,168,13
48,West End,2002,177,165,12
48,West End,2003,157,148,8
48,West End,2004,143,135,9
48,West End,2005,124,117,7
48,West End,2006,119,111,6
48,West End,2007,117,109,7
48,West End,2008,107,99,7
48,West End,2009,106,97,7
48,West End,2010,111,102,7
48,West End,2011,119,111,6
48,West End,2012,120,115,4
48,West End,2013,135,127,8
48,West End,2014,125,118,7
48,West End,2015,132,127,5
48,West End,2016,180,175,7
48,West End,2017,175,171,7
48,West End,2018,158,154,7
45,Wydown / Skinker,1990,0,0,0
45,Wydown / Skinker,1991,0,0,0
45,Wydown / Skinker,1992,0,0,0
45,Wydown / Skinker,1993,0,0,0
45,Wydown / Skinker,1994,0,0,0
45,Wydown / Skinker,1995,0,0,0
45,Wydown / Skinker,1996,0,0,0
45,Wydown / Skinker,1997,0,0,0
45,Wydown / Skinker,1998,0,0,0
45,Wydown / Skinker,1999,0,0,0
45,Wydown / Skinker,2000,0,0,0
45,Wydown / Skinker,2001,0,0,0
45,Wydown / Skinker,2002,0,0,0
45,Wydown / Skinker,2003,0,0,0
45,Wydown / Skinker,2004,0,0,0
45,Wydown / Skinker,2005,0,0,0
45,Wydown / Skinker,2006,0,0,0
45,Wydown / Skinker,2007,0,0,0
45,Wydown / Skinker,2008,0,0,0
45,Wydown / Skinker,2009,0,0,0
45,Wydown / Skinker,2010,0,0,0
45,Wydown / Skinker,2011,0,0,0
45,Wydown / Skinker,2012,0,0,0
45,Wydown / Skinker,2013,0,0,0
45,Wydown / Skinker,2014,0,0,0
45,Wydown / Skinker,2015,0,0,0
45,Wydown / Skinker,2016,0,0,0
45,Wydown / Skinker,2017,0,0,0
45,Wydown / Skinker,2018,0,0,0
